url,name,category_code,date_added,date_published,data_format_version,source,authority,notes
.cbmsport.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
bet.myblog.it,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
betcalcio.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
betcalcio1.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
betcalcio2.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
betscommesse.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
bet-scommesse.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
